5e-07
9e-07
1e-06
5e-06
9e-06
1e-05
5e-05
9e-05
0.0001
0.0003
0.0005
0.0007
0.0009
0.001
0.003
0.005
0.007
0.009
0.01
0.02
0.04
0.06
0.08
0.09
0.1
